submitted_on,district,community,people_using,photo_water_point,latitude,longitude,depth,currently_submerged,likely_submerged,functional_status,water_pump_possible,problems_reported,water_quality_problems,civil_works_problems,photo_civil_works,pump_problems,photo_pump_problems,pump_operational_feel,time_to_pump_20l,strokes_to_yield,sediment_presence,water_quality_tests,electrical_conductivity,conductivity_units,total_dissolved_solids,ph,temperature_c,turbidity_tube,turbidity_tube_units,turbidity_electronic_ntu,comments,microbiological_test,test_method,sample_type,sample_date,color_change_mpn,color_change_upper95,color_change_health,color_change_image
5/9/2019,Mangochi,Mponda evacuation centre,7500,https://api.mwater.co/v3/images/c1c3e3d9f24a47178fefadf255c1674d; https://api.mwater.co/v3/images/82004f22c6b94feb9ec84d41c4fa25dc,-14.3095638,35.110777,10,No,No,Functional,Yes ,"Water quality, Damage to civil works - platform, well head, riser etc",Salinity / saltiness,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/59950fc6553548dbbc39efb7a02fb59b,NA,NA,"Significant sideways movement on handle (loose/wobbly), Very light",65.481,5,Present,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature",4.91,mS / cm,NA,7.8,29.5,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/f6e33abb8e5b494088a8b4479ba0b117
5/10/2019,Zomba,Tiyamike cbcc,500,https://api.mwater.co/v3/images/f68b7fbe65f445f68956768f80a501e6,-15.61632118,35.382746,45,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,52.791,2,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube)",558,μS / cm,0.27,7,29.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/abd690f1156846518e12dfa1d868e40d
5/10/2019,Zomba,Ndalama ,1936,https://api.mwater.co/v3/images/b36f7ca097a248b9a43de62929efd873; https://api.mwater.co/v3/images/e42503b02d4f46e5930db348114a78a4,-15.62366874,35.37443,21,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/08c57e124d3345238d38e2c68489dadf,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",44.001,4,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube)",734,μS / cm,0.37,7.2,25.5,NA,NA,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/679f39290c744a52b6b00d4a353149ed
5/10/2019,Zomba,Muhilili,600,https://api.mwater.co/v3/images/b6c0a4d2cc9347dab88c047e2eaa1c38; https://api.mwater.co/v3/images/9342d3c45c4344ce888827bd25b38b23,-15.5976764,35.380854,34,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/e75b65cf13a247189b456490247739fe,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",50.631,3,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube)",570,μS / cm,0.28,7,29.3,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/6aab8a574667469b8900716eccf2b0fe
5/10/2019,Zomba,Chimbiya ,405,https://api.mwater.co/v3/images/eafc29f01ad642f2b4ea78d516ad6c5e; https://api.mwater.co/v3/images/36925a1888534a0ab29af1c9407ddd7c; https://api.mwater.co/v3/images/9f98b0d0508342ea973f6169ed00bc13,-15.5955121,35.415788,45,No,No,Partially functional but in need of repair,Yes ,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/cc2f308fbc1d4c4abd943ab44fecf559,NA,NA,NA,48.579,1,Absent,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",859,mS / cm,NA,7.02,27.9,5,JTU,NA,Community says the water tastes good and bot salty. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/097403175b474827a55857372582e560
5/10/2019,Zomba,Daundi ,360,https://api.mwater.co/v3/images/7eb41830152e4de99ce438e42958a5db; https://api.mwater.co/v3/images/dca5650f97784c0990116584ff47cc2a; https://api.mwater.co/v3/images/1f68a24e61e145c0be2c4026601df1b4; https://api.mwater.co/v3/images/5378fed34a224a87998662b23f5e76d0,-15.5994027,35.417135,43,No,No,Partially functional but in need of repair,No ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Soil erosion or collapse around the water point",NA,"Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/49dd576e26314682afbc9dcf891321d4,Damage to pump head or handle,https://api.mwater.co/v3/images/e9ea58c0bd2b4eea903a37a3b099e2b0,Significant sideways movement on handle (loose/wobbly),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At the time of the visit the borehole was not functional and the community said it stopped functioning in March 2019. The community suspected the mains are old  and even some rods are worn out. No microbiological test was conducted as the borehole was not functional. ,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2019,Balaka,Mluma community ,4000,https://api.mwater.co/v3/images/868a03172c914927871a653405161e9b,-14.80783371,35.161404,45,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point, Damage or problem with pump",NA,"Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/90853f6d0eab4f76b5632c3612a4b8c9,Damage to pump head or handle,https://api.mwater.co/v3/images/c402aeea0439404ca7752aa7922cc6a1,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke, Significant friction (very stiff) at all times, Significant sideways movement on handle (loose/wobbly)",70.03,1,Present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/10/2019,Balaka,Mbvimban'goma,950,https://api.mwater.co/v3/images/7ec62a72fa1f4e3b9a935192306467b4,-14.88360886,35.159145,55,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/ab37d0be049d48d59662b814e576e2fe,NA,https://api.mwater.co/v3/images/cadde4c424c348b0aab36dc48ef4e53d,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke, Significant friction (very stiff) at all times, Can only be moved with extreme force, Significant sideways movement on handle (loose/wobbly)",69.241,2,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,They really  need help ,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/10/2019,Balaka,Kanyimbo1,1000,https://api.mwater.co/v3/images/7512f50b86ce4bcf8c9c738ab848627b; https://api.mwater.co/v3/images/fbeef78ca0aa40f3a7aa0884745a120d,-15.2554127,34.992075,24,No,No,Not functional,NA,"Water quality, Damage or problem with pump",Bad colour,NA,NA,Pump loose at the point of attachment,https://api.mwater.co/v3/images/6b7bafd23bb14a05b7e56e719aab6f11,Very light,NA,NA,Present,"Temperature, pH",NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/10/2019,Blantyre,Mtusa,716,https://api.mwater.co/v3/images/1c24c5a9ecd54393ba058001a8fdc64d; https://api.mwater.co/v3/images/ed6629a835024a48a8dc3f2e1bd2cdbe,-15.4330534,35.032389,30,Yes,NA,Partially functional but in need of repair,Yes ,Dirty Water,NA,NA,NA,NA,NA,Very light,145.993,2,Absent,"Temperature, pH",NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/10/2019,Balaka,Nkamwana,325,https://api.mwater.co/v3/images/dfb5084282fc412abe02550907dc9fa7,-14.8751274,35.172812,49,Yes,NA,Not functional,NA,"Soil erosion or collapse around the water point, Other, Water quality",Bad taste,NA,NA,NA,NA,"Significant sideways movement on handle (loose/wobbly), Could not observe",NA,NA,Absent,"Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",NA,NA,NA,NA,NA,NA,NA,NA,Need repair,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/10/2019,Balaka,Phalula community ,300,https://api.mwater.co/v3/images/fb75660c95de4e80bbbed1b13f7ba468,-15.21467896,34.886808,45,No,No,Functional,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Fence/barrier is missing or damaged,https://api.mwater.co/v3/images/acab2421f8a84f928964bbdd129e0da2,NA,NA,"Can only be moved with extreme force, Significant sideways movement on handle (loose/wobbly)",NA,2,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,It needs rehabilitation,Hydrogen sulfide (H2S),Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/10/2019,Balaka,Phalula  community ,260,https://api.mwater.co/v3/images/52ff93b8e84e4f49aabfd55aaf76e835,-15.2146691,34.88676,60,No,No,Functional,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/c3278a25973b4c9b9021c281a879686a,NA,https://api.mwater.co/v3/images/a907cb31253e4cc7b22c5faaaf02fc2b,"Significant friction (very stiff) at all times, Can only be moved with extreme force, Significant sideways movement on handle (loose/wobbly)",66.68,2,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,It needs rehabilitation ,Hydrogen sulfide (H2S),NA,NA,NA,NA,NA,NA,NA
5/10/2019,Zomba,Daundi ,300,https://api.mwater.co/v3/images/3b0966b51b4a460899e4540ccc25b559; https://api.mwater.co/v3/images/b0d96933b5b14da38b7e6f21dc01c5e5,-15.5981281,35.411545,45,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point, Water quality",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/ef525b1d207e4215906941dc2450a567,NA,NA,Significant sideways movement on handle (loose/wobbly),42.45,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",1257,mS / cm,NA,7,25.4,5,JTU,NA,Some bolts are loose and rusty. Community says some mains pipes are old and that during rainy season the water comes out mixed with small insects. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/904b8354334a4fe985b073e356b0ee81
5/10/2019,Mangochi,"Chapola village, near thundu tree",600,https://api.mwater.co/v3/images/cd50ef719b6e490eb99c90762938e834; https://api.mwater.co/v3/images/62421e036e8249faabdba9374df77043,-14.7366097,35.197253,34,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/65ac6e85b08942ff9efa6891d3b2fa2f,NA,NA,"Significant friction (very stiff) on down stroke, Handle cannot be moved",63.23,3,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",682,μS / cm,NA,5,29.7,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/f86bc40bb39d4c0c8b2daf777ec7ddfd
5/10/2019,Balaka,Chingele7,101,https://api.mwater.co/v3/images/a7f502683f424bd283b3d6f969912c97,-15.25166438,35.107479,35,No,No,No longer exists or abandoned,NA,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,"Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged, Platform cracked or damaged ",https://api.mwater.co/v3/images/b50a69af5c0d491cafd12f77a13f6daa,NA,NA,"Significant friction (very stiff) on up stroke, Significant friction (very stiff) at all times, Significant sideways movement on handle (loose/wobbly)",NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/10/2019,Balaka,Mulunguzi ,1100,https://api.mwater.co/v3/images/6dfbca5adcba45bf9c25093d4b7ea9e2,-15.20674157,35.000302,46,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/1f318e76b62b46ae95d886cee8e5aa37,Damage to pump head or handle,https://api.mwater.co/v3/images/370d7956affe4e9eaddf1f7e8461d655,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",64.224,2,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,It needs repair ,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/10/2019,Balaka,Kwalala,450,https://api.mwater.co/v3/images/37dbe9d4a51b4b01946179f6147aea32; https://api.mwater.co/v3/images/e08394f9a5ec471383fe388598b493b5; https://api.mwater.co/v3/images/f712eb4a5df34ac9ae5e6c3bac87e720,-15.17522844,35.060881,46,NA,NA,Functional,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/34ef52b9aeee488eb28d3cf86e919619,NA,https://api.mwater.co/v3/images/43fe0427a4bd4734b1c3ab31f51232e7,NA,56.853,2,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,Needs rehabilitation ,Hydrogen sulfide (H2S),Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/11/2019,Mangochi,Changali,250,https://api.mwater.co/v3/images/f4c21b1e8a234771b7d91e6c9896251d; https://api.mwater.co/v3/images/0524c14d959a4206b701cb4a21694dd1,-14.7116614,35.171674,35,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Fence/barrier is missing or damaged,https://api.mwater.co/v3/images/cd93fbcf284d4363be4e91e18103160d,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",55.851,7,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",955,μS / cm,NA,6.8,32.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/1f5f00d92de1481cb87d7b3ec9274124
5/11/2019,Mangochi,Changali,530,https://api.mwater.co/v3/images/26364381bbcc4cc98478e6b164c70f7a; https://api.mwater.co/v3/images/ea382b4b40774f95b7a1ae6a8da4c9e6,-14.7116398,35.176214,34,NA,NA,Functional,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Fence/barrier is missing or damaged,https://api.mwater.co/v3/images/0fb4e22ea2d74a3781d922254f62a5f6,NA,NA,Normal/satisfactory ,58.326,1,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",1035,μS / cm,NA,6.8,30.9,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),NA,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/e9e00668906c4520889549f4c9fad754
5/11/2019,Mangochi,Changali,8,https://api.mwater.co/v3/images/550492e2b68649b6b25c480532e60ab3; https://api.mwater.co/v3/images/40c8c0939aa64565a5246de90b87446f,-14.7145454,35.171363,8,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Faulty drainage , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/f7c03d2d61774ab1bb66f6ede9c1d963,NA,NA,Significant sideways movement on handle (loose/wobbly),46.532,4,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",986,μS / cm,NA,7,29.4,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/a3a6415de828425c9b637abe5b48b502
5/11/2019,Mangochi,Nachenda village Borehole ,475,https://api.mwater.co/v3/images/bdd755c9bf78436f949a303c6bde405c,-14.4246027,35.333299,NA,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged, Faulty drainage ",https://api.mwater.co/v3/images/f7446594d6e94a41bf7e4b2bb1307076,Pump loose at the point of attachment,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",59.761,3,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",563,μS / cm,NA,7.2,31.3,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/9729788eac2940af91e5a6a09f359565
5/11/2019,Mangochi,Chapola village near Mosque ,500,https://api.mwater.co/v3/images/e45cc710f87546be8008f9258ac48c60; https://api.mwater.co/v3/images/a25ac984de0743b294e02b818f725648,-14.7373919,35.195289,35,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,71.681,3,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",560,μS / cm,NA,7.7,31.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/d606fcf80d47438d8e110ecadf9854b9
5/11/2019,Mangochi,Mzimukalimba village,300,https://api.mwater.co/v3/images/3025432bebdb4b44b457f5d295771b39; https://api.mwater.co/v3/images/5d715963a8154bc2aa16d278e8bc7dd7,-14.7391132,35.194398,9,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",63.104,2,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",1690,μS / cm,NA,7.4,33.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/792c1c3f68fc4cc39153db6864ec038a
5/11/2019,Mangochi,Chisawa mpanga water point,500,https://api.mwater.co/v3/images/483d2d2a689a44eba23978d79fedc243; https://api.mwater.co/v3/images/592d17c2672b4ff8b028f314805f1933,-14.788091,35.226365,8,NA,NA,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",51.456,2,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), Temperature, Turbidity (by Turbidity Tube)",2053,μS / cm,NA,NA,30.4,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/e12667d957824e2ebf02c96e94da73fb
5/11/2019,Mangochi,Chisawa school ,1000,https://api.mwater.co/v3/images/66fcff0eb09a411095ab8929ad2c5bb5; https://api.mwater.co/v3/images/f30cd0f05eb04ddb85611b59cc196f79; https://api.mwater.co/v3/images/8ae9ecc33966454bb931032706488302,-14.7872981,35.226242,35,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/136c403e128c4b4cafda7ac42a9a1899,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke, Significant sideways movement on handle (loose/wobbly)",NA,3,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",3269,μS / cm,NA,7.3,29.2,5,JTU,NA,"The water point needs major mantainous, as water is coming out from the steel cone because of worn out bolts and nuts including the head case",E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/735e284346214c86aa0861fed821ec7e
5/11/2019,Zomba,Mweta borehole near  Nthangala Camp,900,https://api.mwater.co/v3/images/91e9cb71937e4c6ab20f04d627c34bc3; https://api.mwater.co/v3/images/f0f07e9fb7f74b848310b59c288d54a7,-15.63049637,35.342828,40,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,54.461,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",2155,μS / cm,NA,7.1,27.4,5,JTU,1.04,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/2746d7abb74b449d80d505ac951967b8
5/11/2019,Zomba,Nthangala Camp near Nthangala Primary school,2750,https://api.mwater.co/v3/images/ff1e796fca83490c953b0d30a7ee9e0b; https://api.mwater.co/v3/images/313a92a6783e4917b3eeff91b9bc71b2,-15.6228286,35.339923,45,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/269836154e36459185bb3c031c95b634,NA,NA,Very light,64.637,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",1779,μS / cm,NA,6.8,27.5,5,JTU,0.9,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/1467bf6a8afe44c985fc1b3c73e40a40
5/11/2019,Zomba,Mateketa market near mateketa camp,965,https://api.mwater.co/v3/images/4b75670689cf4772848f0c396052ceb7; https://api.mwater.co/v3/images/a086b9e6c594452088aaa733b767ea78; https://api.mwater.co/v3/images/d786c37d4b5f444ab201d0438b3a4f2f; https://api.mwater.co/v3/images/617fa740b0a24a4e88a93eed6ed1481a,-15.6045135,35.355398,NA,No,Yes,Functional,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Normal/satisfactory ,59.719,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",4723,μS / cm,NA,6.8,27.6,5,JTU,2.55,The committee did rehabilitation last previous week from the day of  visit,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/8/2019,0,2.87,safe,https://api.mwater.co/v3/images/50d173225ed2484f99a49d3bed5b56a2
5/11/2019,Zomba,Mateketa Camp,2500,https://api.mwater.co/v3/images/eba608c3063a462c902eb454e9ff2c1b; https://api.mwater.co/v3/images/76c2884fdb7c48a38557241afafcbcfc,-15.60498537,35.3537,46,NA,NA,Not functional,NA,Failure to produce water. The problem has been there for three years. As such no test was done since there was no water,NA,NA,NA,NA,NA,Significant friction (very stiff) at all times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No test is done since the borehole is not producing water,NA,Aquagenx Compartment Bag Test (CBT),NA,5/8/2019,NA,NA,NA,NA
5/11/2019,Mangochi,Chisawa school camp,370,https://api.mwater.co/v3/images/4e7893fc1d4e40b39e55db669940a389; https://api.mwater.co/v3/images/0e1791a5eb764e368e74f47302c8d9ad; https://api.mwater.co/v3/images/36fed19133244ed2ba83a67c9f5b2c5e,-14.79233178,35.225378,6,No,Yes,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),48.025,3,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube)",976,μS / cm,0.48,7.4,27.7,NA,NA,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/10/2019,0,2.87,safe,https://api.mwater.co/v3/images/408e9d86260842a38e77aeae92934864
5/11/2019,Mangochi,Chisawa school camp,370,https://api.mwater.co/v3/images/1967f2da7fde4cf5825fe373764f27a6; https://api.mwater.co/v3/images/2d5e6d4a326a42bd9525a2a9e2a7aaf9,-14.79138718,35.222424,12,No,Yes,Functional,Yes ,Water quality,Other,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,52.495,2,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube)",4.46,mS / cm,2.23,7.4,30,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/10/2019,0,2.87,safe,https://api.mwater.co/v3/images/f2cf3408b3b84624a027dd65a1bd078d
5/13/2019,Mangochi,Mtamira Camp,2500,https://api.mwater.co/v3/images/e2762efbf0034a7cb159d32fc7028792; https://api.mwater.co/v3/images/ebd7f9d602ca40dfa2f7c476309094ce; https://api.mwater.co/v3/images/af3d3663cf144e0f89f949d57bf91b4c; https://api.mwater.co/v3/images/6466d5a4efc844ddabbf5e86e241fdb6; https://api.mwater.co/v3/images/c9d2b160c47440eb9ead1d6407774087,-14.42082447,35.334282,19,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/b501196cfd4448eca3c0010124008fed,NA,NA,Significant friction (very stiff) on down stroke,68.185,1,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",1586,μS / cm,NA,7.08,30,5,JTU,0.81,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/9aa9de7304c54c77bf1b8c910545dcfb
5/13/2019,Mangochi,Malombe primary camp,960,https://api.mwater.co/v3/images/16725d7a44dc482aaf01475ee063bc86; https://api.mwater.co/v3/images/ad2eb92e7a4440adac90b6754cf83eb5,-14.6320408,35.348426,15,No,No,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),60.57,1,Present,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",2153,μS / cm,NA,7.07,29.3,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/9/2019,0,2.87,safe,https://api.mwater.co/v3/images/409e016de1bb4eb09f083e8d8039d9de
